Alsterradio;http://live96.106acht.de
delta radio;http://stream.hoerradar.de/deltaradio128
ffn;http://player.ffn.de/ffn.mp3
Radio21;http://edge.live.mp3.mdn.newmedia.nacamar.net/ps-radio21/livestream.mp3
Rockantenne;http://mp3.webradio.rockantenne.de:80
